Samples,cluster_label,subclass_label,class_label,cluster_color,size,gene.counts,broad_class
SM-GE64S_S106_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S107_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S108_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64S_S109_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S110_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S111_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S112_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S113_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S114_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64S_S115_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S116_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S117_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S118_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S119_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S120_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64S_S129_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE64S_S130_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64S_S131_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64S_S132_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64S_S133_E1-50,Vip_Htr1f,Vip,GABAergic,#FF4DC1,29,4636,CGE
SM-GE64S_S134_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64S_S135_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64S_S136_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64S_S137_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64S_S138_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE64S_S139_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64S_S140_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64S_S141_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64S_S142_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64S_S143_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE64S_S144_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64S_S145_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64S_S146_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64S_S147_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64S_S148_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE64S_S149_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64S_S150_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64S_S151_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64S_S152_E1-50,Lamp5_Lhx6,Lamp5,GABAergic,#C77963,28,5468,CGE
SM-GE64S_S153_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64S_S154_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S155_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S156_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S157_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S158_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S159_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S161_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64S_S162_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S163_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S165_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S166_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S167_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE64S_S168_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S169_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S170_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S171_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S173_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S174_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S175_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64S_S177_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S178_E1-50,L6b_Ror1,L6b,Glutamatergic,#09564c,68,6067,EXCIT
SM-GE64S_S179_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE64S_S180_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S181_E1-50,L6b_Ror1,L6b,Glutamatergic,#09564c,68,6067,EXCIT
SM-GE64S_S182_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S183_E1-50,L6b_Shisa6,L6b,Glutamatergic,#09564c,95,6029,EXCIT
SM-GE64S_S184_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S185_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S186_E1-50,L6b_Ror1,L6b,Glutamatergic,#09564c,68,6067,EXCIT
SM-GE64S_S187_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S188_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64S_S189_E1-50,L6b_Ror1,L6b,Glutamatergic,#09564c,68,6067,EXCIT
SM-GE64S_S190_E1-50,L6b_Shisa6,L6b,Glutamatergic,#09564c,95,6029,EXCIT
SM-GE64S_S192_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S001_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64T_S002_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64T_S003_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64T_S004_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64T_S005_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64T_S006_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64T_S007_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64T_S008_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64T_S009_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE64T_S010_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64T_S011_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE64T_S012_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64T_S013_E1-50,Lamp5_Egln3_1,Lamp5,GABAergic,#FF88AD,15,5610,CGE
SM-GE64T_S014_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64T_S015_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64T_S016_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE64T_S017_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE64T_S018_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64T_S019_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64T_S020_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64T_S021_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64T_S022_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64T_S023_E1-50,Lamp5_Pdlim5,Lamp5,GABAergic,#FF7290,65,5092,CGE
SM-GE64T_S024_E1-50,Vip_Htr1f,Vip,GABAergic,#FF4DC1,29,4636,CGE
SM-GE64T_S025_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64T_S026_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64T_S027_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64T_S028_E1-50,Lamp5_Egln3_1,Lamp5,GABAergic,#FF88AD,15,5610,CGE
SM-GE64T_S029_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64T_S030_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64T_S031_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64T_S032_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE64T_S033_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64T_S034_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64T_S035_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE64T_S036_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE64T_S037_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64T_S038_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64T_S039_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64T_S040_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64T_S049_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64T_S050_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64T_S051_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64T_S052_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64T_S053_E1-50,Vip_Htr1f,Vip,GABAergic,#FF4DC1,29,4636,CGE
SM-GE64T_S054_E1-50,Vip_Htr1f,Vip,GABAergic,#FF4DC1,29,4636,CGE
SM-GE64T_S055_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64T_S056_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64T_S057_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S058_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE64T_S059_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S060_E1-50,L6_IT_Fos,L6_IT,Glutamatergic,#3cbc92,23,6445,EXCIT
SM-GE64T_S062_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64T_S063_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S065_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S067_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S068_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE64T_S069_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S071_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64T_S072_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S073_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S074_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S075_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S076_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S077_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64T_S078_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S079_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S080_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S081_E1-50,L6b_Ror1,L6b,Glutamatergic,#09564c,68,6067,EXCIT
SM-GE64T_S082_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64T_S083_E1-50,L6b_Shisa6,L6b,Glutamatergic,#09564c,95,6029,EXCIT
SM-GE64T_S084_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S085_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE64T_S086_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64T_S088_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S089_E1-50,Lamp5_Lhx6,Lamp5,GABAergic,#C77963,28,5468,CGE
SM-GE64T_S090_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S091_E1-50,L6b_Ror1,L6b,Glutamatergic,#09564c,68,6067,EXCIT
SM-GE64T_S092_E1-50,Lamp5_Lhx6,Lamp5,GABAergic,#C77963,28,5468,CGE
SM-GE64T_S093_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64T_S094_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE64T_S095_E1-50,Sst_C1ql3,Sst,GABAergic,#802600,74,5817,MGE
SM-GE64T_S096_E1-50,Sst_Pvalb_Th,Sst,GABAergic,#FF2F7E,25,5989,MGE
SM-GE64T_S153_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S154_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S155_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S156_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S157_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S158_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S159_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64T_S160_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S162_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S163_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S164_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S165_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S166_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE64T_S167_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S168_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE64T_S170_E1-50,Sst_Pvalb_Th,Sst,GABAergic,#FF2F7E,25,5989,MGE
SM-GE64T_S171_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE64T_S172_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE64T_S174_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE64T_S175_E1-50,Pvalb_Sst_Th,Pvalb,GABAergic,#FF2F7E,16,5672,MGE
SM-GE64T_S176_E1-50,Sst_C1ql3,Sst,GABAergic,#802600,74,5817,MGE
SM-GE64T_S177_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S178_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S179_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64T_S180_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE64T_S183_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64T_S184_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64T_S185_E1-50,Sst_Myh8,Sst,GABAergic,#FF8011,57,5385,MGE
SM-GE64T_S186_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S187_E1-50,Sst_C1ql3,Sst,GABAergic,#802600,74,5817,MGE
SM-GE64T_S188_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S189_E1-50,Pvalb_Sst_Th,Pvalb,GABAergic,#FF2F7E,16,5672,MGE
SM-GE64T_S191_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64T_S192_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE64U_S097_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE64U_S099_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S100_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S101_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE64U_S102_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S103_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S104_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64U_S105_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S106_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S107_E1-50,Pvalb_Gpr149,Pvalb,GABAergic,#E62A5D,59,6365,MGE
SM-GE64U_S108_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S110_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S111_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64U_S112_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S113_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S114_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S115_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S116_E1-50,Vip_Cbln4,Vip,GABAergic,#B3128A,65,4716,CGE
SM-GE64U_S117_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64U_S118_E1-50,Vip_Serpinf1,Vip,GABAergic,#A720FF,37,5530,CGE
SM-GE64U_S119_E1-50,Oligo_Opalin_Serpinb1a,Oligo,Non-Neuronal,#474662,92,2915,GLIA
SM-GE64U_S120_E1-50,Sst_C1ql3,Sst,GABAergic,#802600,74,5817,MGE
SM-GE64U_S122_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64U_S124_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64U_S125_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE64U_S126_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64U_S127_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE64U_S128_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE64U_S129_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64U_S130_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE64U_S131_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64U_S132_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64U_S133_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64U_S135_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64U_S136_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64U_S137_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE64U_S138_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64U_S139_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE64U_S140_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64U_S141_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64U_S142_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64U_S143_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64U_S144_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64U_S145_E1-50,Pvalb_Gpr149,Pvalb,GABAergic,#E62A5D,59,6365,MGE
SM-GE64U_S146_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64U_S148_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64U_S149_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64U_S150_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64U_S151_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64U_S152_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE64U_S154_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64U_S155_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64U_S156_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64U_S157_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64U_S158_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64U_S159_E1-50,Pvalb_Gpr149,Pvalb,GABAergic,#E62A5D,59,6365,MGE
SM-GE64U_S160_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64U_S169_E1-50,Sst_Myh8,Sst,GABAergic,#FF8011,57,5385,MGE
SM-GE64U_S170_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE64U_S171_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64U_S172_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
